timestamp,instrument,side,quantity,price,commission
2025-10-31 15:22:34,TEST.SIM,BUY,1.0,108.79466,0.010879465999999999
2025-10-31 18:44:34,TEST.SIM,SELL,1.0,98.085697,0.0098085697
2025-10-31 18:44:34,TEST.SIM,SELL,1.0,98.085697,0.0098085697
