entry_time,exit_time,side,quantity,entry_price,exit_price,pnl
2025-10-31 15:22:34,2025-10-31 18:44:34,LONG,1.0,108.79466,98.085697,-10.718771569699998
2025-10-31 18:44:34,2025-10-31 18:44:34,SHORT,1.0,98.085697,98.080678,-0.004789067800009886
